2,1
3,2
4,3
5,1
6,4
7,2
8,5
9,7
10,8
11,0
12,8
13,11
14,6
15,8
16,14
17,4
18,5
19,4
20,0
21,1
22,2
23,8
24,9
25,19
26,22
27,20
28,15
29,18
30,13
31,25
32,15
33,9
34,25
35,17
36,0
37,18
38,26
39,19
40,37
41,24
42,24
43,39
44,7
45,41
46,7
47,26
48,47
49,45
50,45
51,46
52,22
53,46
54,32
55,15
56,3
57,43
58,13
59,55
60,36
61,50
62,15
63,19
64,10
65,0
66,40
67,24
68,64
69,44
70,35
71,35
72,30
73,1
74,7
75,39
76,9
77,74
78,7
79,35
80,27
81,80
82,12
83,21
84,63
85,1
86,80
87,14
88,55
89,57
90,71
91,36
92,39
93,7
94,59
95,2
96,70
97,73
98,34
99,83
100,72
101,79
102,101
103,42
104,91
105,28
106,100
107,65
108,29
109,30
110,93
111,16
112,24
113,51
114,18
115,24
116,115
117,0
118,47
119,84
120,11
121,69
122,87
123,104
124,77
125,19
126,83
127,84
128,64
129,72
130,61
131,5
132,120
133,24
134,123
135,13
136,18
137,54
138,56
139,28
140,33
141,23
142,112
143,87
144,11
145,75
146,131
147,78
148,38
149,39
150,114
151,47
152,39
153,143
154,99
155,8
156,133
157,14
158,13
159,131
160,118
161,52
162,24
163,133
164,91
165,144
166,66
167,146
168,53
169,114
170,62
171,114
172,55
173,155
174,69
175,53
176,151
177,6
178,159
179,92
180,41
181,132
182,119
183,88
184,172
185,150
186,98
187,91
188,40
189,137
190,45
191,77
192,93
193,51
194,137
195,88
196,91
197,16
198,92
199,195
200,148
201,167
202,44
203,106
204,66
205,171
206,105
207,162
208,77
209,157
210,0
211,16
212,12
213,207
214,121
215,145
216,191
217,65
218,29
219,202
220,22
221,89
222,167
223,155
224,142
225,43
226,12
227,82
228,52
229,66
230,16
231,121
232,146
233,102
234,34
235,130
236,43
237,199
238,194
239,132
240,182
241,10
242,47
243,120
244,99
245,139
246,32
247,26
248,233
249,16
250,149
251,214
252,174
253,54
254,171
255,135
256,49
257,90
258,10
259,49
260,113
261,2
262,16
263,68
264,132
265,41
266,186
267,124
268,91
269,182
270,202
271,45
272,78
273,67
274,30
275,32
276,194
277,258
278,249
279,247
280,240
281,255
282,181
283,152
284,48
285,88
286,254
287,59
288,206
289,176
290,108
291,94
292,278
293,32
294,21
295,160
296,138
297,64
298,236
299,187
300,181
301,183
