300,159
299,293
298,112
297,279
296,209
295,22
294,165
293,91
292,27
291,98
290,268
289,202
288,93
287,74
286,267
285,101
284,180
283,187
282,172
281,270
280,145
279,51
278,196
277,201
276,236
275,47
274,165
273,92
272,138
271,175
270,126
269,40
268,119
267,234
266,140
265,249
264,93
263,228
262,163
261,70
260,82
259,1
258,90
257,56
256,221
255,144
254,24
253,243
252,198
251,20
250,190
249,20
248,113
247,227
246,138
245,191
244,6
243,110
242,154
241,54
240,132
239,61
238,147
237,192
236,21
235,48
234,223
233,105
232,64
231,109
230,34
229,194
228,192
227,199
226,69
225,180
224,92
223,43
222,47
221,47
220,24
219,73
218,152
217,69
216,124
215,75
214,191
213,78
212,143
211,129
210,172
209,110
208,191
207,152
206,29
205,148
204,189
203,7
202,27
201,84
200,140
199,27
198,57
197,31
196,85
195,94
194,110
193,84
192,137
191,142
190,139
189,40
188,20
187,12
186,151
185,101
184,12
183,110
182,69
181,59
180,145
179,103
178,17
177,116
176,8
175,160
174,27
173,87
172,10
171,43
170,106
169,53
168,43
167,15
166,153
165,123
164,34
163,144
162,3
161,14
160,101
159,130
158,29
157,145
156,148
155,83
154,91
153,10
152,95
151,146
150,19
149,128
148,9
147,63
146,63
145,34
144,37
143,128
142,89
141,6
140,76
139,11
138,101
137,132
136,37
135,35
134,55
133,56
132,34
131,61
130,44
129,128
128,76
127,122
126,65
125,25
124,115
123,62
122,81
121,105
120,48
119,95
118,22
117,70
116,97
115,110
114,83
113,29
112,97
111,67
110,73
109,90
108,64
107,25
106,97
105,19
104,66
103,20
102,34
101,80
100,14
99,65
98,71
97,65
96,60
95,15
94,12
93,37
92,67
91,48
90,26
89,48
88,65
87,31
86,52
85,72
84,56
83,1
82,31
81,19
80,66
79,33
78,46
77,67
76,58
75,49
74,31
73,24
72,29
71,23
70,27
69,59
68,43
67,52
66,53
65,28
64,34
63,36
62,12
61,42
60,7
59,27
58,40
57,14
56,19
55,24
54,26
53,51
52,36
51,22
50,25
49,16
48,14
47,12
46,20
45,43
44,17
43,11
42,9
41,26
40,34
39,8
38,27
37,28
36,28
35,3
34,32
33,7
32,7
31,19
30,24
29,24
28,2
27,11
26,13
25,6
24,23
23,1
22,18
21,3
20,18
19,1
18,15
17,4
16,9
15,12
14,11
13,6
12,7
11,5
10,2
9,5
8,2
7,5
6,3
5,4
4,3
3,1
2,2
1,1
