2,1
3,3
4,5
5,8
6,11
7,17
8,19
9,20
10,27
11,27
12,33
13,36
14,41
15,43
16,51
17,63
18,68
19,79
20,79
21,83
22,104
23,126
24,129
25,144
26,166
27,178
28,186
29,192
30,201
31,224
32,235
33,254
34,287
35,308
36,308
37,337
38,344
39,351
40,356
41,364
42,374
43,386
44,394
45,405
46,438
47,480
48,506
49,520
50,564
51,567
52,603
53,624
54,672
55,725
56,728
57,753
58,807
59,837
60,867
61,890
62,893
63,911
64,960
65,960
66,964
67,1024
68,1088
69,1126
70,1176
71,1200
72,1221
73,1276
74,1336
75,1394
76,1421
77,1476
78,1531
79,1599
80,1677
81,1688
82,1733
83,1801
84,1836
85,1841
86,1912
87,1980
88,2055
89,2112
90,2185
91,2264
92,2312
93,2327
94,2350
95,2366
96,2441
97,2458
98,2541
99,2612
100,2626
101,2714
102,2795
103,2822
104,2829
105,2882
106,2931
107,3035
108,3127
109,3165
110,3246
111,3297
112,3362
113,3408
114,3484
115,3583
116,3661
117,3661
118,3685
119,3745
120,3800
121,3909
122,4024
123,4128
124,4247
125,4269
126,4291
127,4393
128,4420
129,4512
130,4605
131,4719
132,4799
133,4850
134,4977
135,5079
136,5184
137,5206
138,5302
139,5313
140,5427
141,5534
142,5591
143,5638
144,5678
145,5715
146,5765
147,5863
148,5883
149,6014
150,6099
151,6157
152,6281
153,6333
154,6472
155,6623
156,6682
157,6765
158,6890
159,6920
160,7061
161,7213
162,7292
163,7357
164,7433
165,7592
166,7609
167,7672
168,7785
169,7795
170,7843
171,7855
172,7912
173,8046
174,8112
175,8149
176,8265
177,8281
178,8366
179,8521
180,8545
181,8586
182,8700
183,8811
184,8869
185,8908
186,8996
187,9070
188,9164
189,9195
190,9374
191,9501
192,9632
193,9789
194,9919
195,10023
196,10169
197,10263
198,10436
199,10518
200,10701
201,10780
202,10890
203,11060
204,11196
205,11241
206,11250
207,11410
208,11459
209,11520
210,11520
211,11586
212,11671
213,11819
214,11893
215,12057
216,12250
217,12451
218,12617
219,12724
220,12850
221,13047
222,13234
223,13386
224,13457
225,13580
226,13622
227,13846
228,13999
229,14099
230,14303
231,14372
232,14418
233,14592
234,14697
235,14708
236,14820
237,14975
238,15088
239,15244
240,15398
241,15452
242,15479
243,15622
244,15807
245,15933
246,15984
247,16099
248,16270
249,16307
250,16344
251,16526
252,16629
253,16832
254,17004
255,17019
256,17083
257,17107
258,17185
259,17255
260,17325
261,17393
262,17590
263,17731
264,17851
265,18048
266,18149
267,18320
268,18444
269,18462
270,18676
271,18847
272,18941
273,19153
274,19184
275,19443
276,19464
277,19731
278,19965
279,20008
280,20162
281,20417
282,20441
283,20459
284,20716
285,20835
286,20942
287,20961
288,21005
289,21146
290,21230
291,21382
292,21489
293,21575
294,21829
295,22065
296,22298
297,22421
298,22429
299,22686
300,22828
301,23074
